timestamp,source_ip,destination_ip,source_port,destination_port,protocol,alert_type,category,message,severity,source,asset_criticality
2026-07-02 01:34:00,198.51.1.22,10.0.2.12,1433,1433,TCP,Suspicious Login,Authentication Threat,Login from unusual geographic location for account originating at 198.51.1.22,MEDIUM,DEMO DATA,LOW
2026-07-02 11:15:00,198.51.4.22,10.0.3.77,443,443,HTTP,SQL Injection Attempt,Web Attack,Malicious SQL payload detected in HTTP request from 198.51.4.22 to 10.0.3.77,LOW,DEMO DATA,LOW
2026-07-04 07:33:00,198.51.2.22,10.0.2.12,1433,443,HTTPS,Port Scan,Network Scanning,TCP port scan detected originating from 198.51.2.22 against 10.0.2.12,MEDIUM,DEMO DATA,MEDIUM
2026-07-01 18:31:00,198.51.8.33,10.0.4.40,13005,443,UDP,SQL Injection Attempt,Web Attack,Malicious SQL payload detected in HTTP request from 198.51.8.33 to 10.0.4.40,HIGH,DEMO DATA,HIGH
2026-07-05 04:57:00,198.51.4.10,10.0.2.5,80,3389,HTTP,Malware Detection,Malware Activity,"Known malware signature detected on host 10.0.2.5, source 198.51.4.10",MEDIUM,DEMO DATA,HIGH
2026-07-01 14:10:00,198.51.7.33,10.0.1.12,443,16648,DNS,Port Scan,Network Scanning,TCP port scan detected originating from 198.51.7.33 against 10.0.1.12,LOW,DEMO DATA,MEDIUM
2026-07-03 19:02:00,198.51.7.33,10.0.4.77,12521,80,UDP,Suspicious Login,Authentication Threat,Login from unusual geographic location for account originating at 198.51.7.33,LOW,DEMO DATA,MEDIUM
2026-07-02 04:59:00,198.51.2.10,10.0.2.40,14391,22,ICMP,DNS Tunneling,Data Exfiltration,Anomalous DNS query pattern suggesting tunneling from 198.51.2.10 to 10.0.2.40,CRITICAL,DEMO DATA,MEDIUM
2026-07-01 06:21:00,198.51.4.44,10.0.1.12,1433,80,TCP,DDoS Activity,Denial of Service,High volume traffic flood detected targeting 10.0.1.12 from 198.51.4.44,LOW,DEMO DATA,MEDIUM
2026-07-04 17:41:00,198.51.8.10,10.0.3.5,1433,80,HTTPS,SQL Injection Attempt,Web Attack,Malicious SQL payload detected in HTTP request from 198.51.8.10 to 10.0.3.5,HIGH,DEMO DATA,LOW
2026-07-04 23:42:00,198.51.8.33,10.0.3.12,22,40238,TCP,SSH Brute Force,Authentication Threat,Multiple failed SSH login attempts detected from 198.51.8.33 targeting 10.0.3.12,LOW,DEMO DATA,MEDIUM
2026-07-01 18:39:00,198.51.5.44,10.0.3.5,3389,443,DNS,Port Scan,Network Scanning,TCP port scan detected originating from 198.51.5.44 against 10.0.3.5,CRITICAL,DEMO DATA,LOW
2026-07-01 11:35:00,198.51.6.22,10.0.3.12,22,3389,TCP,SQL Injection Attempt,Web Attack,Malicious SQL payload detected in HTTP request from 198.51.6.22 to 10.0.3.12,MEDIUM,DEMO DATA,MEDIUM
2026-07-04 18:25:00,198.51.1.10,10.0.4.77,22,22,TCP,Ransomware Activity,Malware Activity,"Rapid file encryption behavior detected on host 10.0.4.77, source 198.51.1.10",MEDIUM,DEMO DATA,LOW
2026-07-05 03:25:00,198.51.5.10,10.0.3.40,62251,1433,HTTP,Port Scan,Network Scanning,TCP port scan detected originating from 198.51.5.10 against 10.0.3.40,LOW,DEMO DATA,MEDIUM
2026-07-03 22:49:00,198.51.9.33,10.0.1.25,443,22,HTTP,DDoS Activity,Denial of Service,High volume traffic flood detected targeting 10.0.1.25 from 198.51.9.33,HIGH,DEMO DATA,LOW
2026-07-05 10:29:00,198.51.2.44,10.0.4.5,3389,22,ICMP,Malware Detection,Malware Activity,"Known malware signature detected on host 10.0.4.5, source 198.51.2.44",MEDIUM,DEMO DATA,MEDIUM
2026-07-01 23:09:00,198.51.4.10,10.0.4.12,23471,3389,HTTP,SQL Injection Attempt,Web Attack,Malicious SQL payload detected in HTTP request from 198.51.4.10 to 10.0.4.12,HIGH,DEMO DATA,LOW
2026-07-02 10:12:00,198.51.7.22,10.0.5.12,80,80,HTTP,Privilege Escalation,Authentication Threat,Unexpected privilege escalation attempt detected on host 10.0.5.12 from 198.51.7.22,LOW,DEMO DATA,LOW
2026-07-01 18:35:00,198.51.6.10,10.0.2.12,22,22,ICMP,Ransomware Activity,Malware Activity,"Rapid file encryption behavior detected on host 10.0.2.12, source 198.51.6.10",LOW,DEMO DATA,LOW
2026-07-02 13:34:00,198.51.8.10,10.0.4.5,3389,26094,HTTPS,Port Scan,Network Scanning,TCP port scan detected originating from 198.51.8.10 against 10.0.4.5,CRITICAL,DEMO DATA,MEDIUM
2026-07-01 10:11:00,198.51.8.10,10.0.3.5,1433,3742,DNS,Privilege Escalation,Authentication Threat,Unexpected privilege escalation attempt detected on host 10.0.3.5 from 198.51.8.10,HIGH,DEMO DATA,MEDIUM
2026-07-04 16:38:00,198.51.6.33,10.0.2.77,2276,3389,HTTP,Ransomware Activity,Malware Activity,"Rapid file encryption behavior detected on host 10.0.2.77, source 198.51.6.33",HIGH,DEMO DATA,LOW
2026-07-05 10:23:00,198.51.5.22,10.0.2.25,4100,3389,TCP,SSH Brute Force,Authentication Threat,Multiple failed SSH login attempts detected from 198.51.5.22 targeting 10.0.2.25,LOW,DEMO DATA,HIGH
2026-07-04 21:27:00,198.51.6.44,10.0.1.25,3389,80,DNS,DNS Tunneling,Data Exfiltration,Anomalous DNS query pattern suggesting tunneling from 198.51.6.44 to 10.0.1.25,LOW,DEMO DATA,LOW
2026-07-01 04:56:00,198.51.9.33,10.0.5.25,443,36393,HTTPS,DDoS Activity,Denial of Service,High volume traffic flood detected targeting 10.0.5.25 from 198.51.9.33,LOW,DEMO DATA,HIGH
2026-07-05 19:53:00,198.51.3.33,10.0.3.25,80,3389,DNS,Ransomware Activity,Malware Activity,"Rapid file encryption behavior detected on host 10.0.3.25, source 198.51.3.33",HIGH,DEMO DATA,MEDIUM
2026-07-02 02:52:00,198.51.8.10,10.0.3.77,22,1433,HTTPS,SQL Injection Attempt,Web Attack,Malicious SQL payload detected in HTTP request from 198.51.8.10 to 10.0.3.77,MEDIUM,DEMO DATA,HIGH
2026-07-02 20:34:00,198.51.6.22,10.0.3.77,22,48336,DNS,DNS Tunneling,Data Exfiltration,Anomalous DNS query pattern suggesting tunneling from 198.51.6.22 to 10.0.3.77,MEDIUM,DEMO DATA,LOW
2026-07-01 11:59:00,198.51.4.44,10.0.3.25,443,18186,TCP,Malware Detection,Malware Activity,"Known malware signature detected on host 10.0.3.25, source 198.51.4.44",CRITICAL,DEMO DATA,MEDIUM
2026-07-03 12:11:00,198.51.2.22,10.0.1.12,443,22,UDP,DNS Tunneling,Data Exfiltration,Anomalous DNS query pattern suggesting tunneling from 198.51.2.22 to 10.0.1.12,LOW,DEMO DATA,LOW
2026-07-04 00:47:00,198.51.1.33,10.0.2.5,80,80,HTTPS,Data Exfiltration,Data Exfiltration,Large outbound data transfer detected from 198.51.1.33 to external host 10.0.2.5,LOW,DEMO DATA,HIGH
2026-07-04 07:02:00,198.51.8.10,10.0.4.5,80,1433,HTTPS,DNS Tunneling,Data Exfiltration,Anomalous DNS query pattern suggesting tunneling from 198.51.8.10 to 10.0.4.5,CRITICAL,DEMO DATA,MEDIUM
2026-07-03 22:12:00,198.51.3.33,10.0.4.12,443,21451,HTTP,DNS Tunneling,Data Exfiltration,Anomalous DNS query pattern suggesting tunneling from 198.51.3.33 to 10.0.4.12,HIGH,DEMO DATA,HIGH
2026-07-04 02:22:00,198.51.5.44,10.0.1.77,3389,3389,HTTPS,Malware Detection,Malware Activity,"Known malware signature detected on host 10.0.1.77, source 198.51.5.44",MEDIUM,DEMO DATA,LOW
2026-07-03 03:28:00,198.51.1.10,10.0.4.77,22,3389,HTTPS,DNS Tunneling,Data Exfiltration,Anomalous DNS query pattern suggesting tunneling from 198.51.1.10 to 10.0.4.77,LOW,DEMO DATA,HIGH
2026-07-04 22:20:00,198.51.8.44,10.0.1.25,1433,3389,HTTP,Port Scan,Network Scanning,TCP port scan detected originating from 198.51.8.44 against 10.0.1.25,LOW,DEMO DATA,MEDIUM
2026-07-01 17:20:00,198.51.8.33,10.0.4.5,3389,443,TCP,Malware Detection,Malware Activity,"Known malware signature detected on host 10.0.4.5, source 198.51.8.33",LOW,DEMO DATA,LOW
2026-07-01 17:40:00,198.51.1.22,10.0.2.40,22,80,UDP,Data Exfiltration,Data Exfiltration,Large outbound data transfer detected from 198.51.1.22 to external host 10.0.2.40,HIGH,DEMO DATA,LOW
2026-07-03 00:31:00,198.51.6.10,10.0.5.40,22,33770,HTTPS,Suspicious Login,Authentication Threat,Login from unusual geographic location for account originating at 198.51.6.10,LOW,DEMO DATA,LOW
2026-07-02 02:59:00,198.51.5.10,10.0.5.25,3389,3389,DNS,DNS Tunneling,Data Exfiltration,Anomalous DNS query pattern suggesting tunneling from 198.51.5.10 to 10.0.5.25,HIGH,DEMO DATA,MEDIUM
2026-07-02 03:53:00,198.51.3.33,10.0.4.25,36020,1433,UDP,DNS Tunneling,Data Exfiltration,Anomalous DNS query pattern suggesting tunneling from 198.51.3.33 to 10.0.4.25,HIGH,DEMO DATA,HIGH
2026-07-05 05:08:00,198.51.3.10,10.0.2.25,80,1433,ICMP,Ransomware Activity,Malware Activity,"Rapid file encryption behavior detected on host 10.0.2.25, source 198.51.3.10",MEDIUM,DEMO DATA,LOW
2026-07-01 18:17:00,198.51.4.10,10.0.1.40,9710,443,HTTP,Malware Detection,Malware Activity,"Known malware signature detected on host 10.0.1.40, source 198.51.4.10",HIGH,DEMO DATA,LOW
2026-07-05 11:51:00,198.51.7.33,10.0.4.25,3389,42180,TCP,Data Exfiltration,Data Exfiltration,Large outbound data transfer detected from 198.51.7.33 to external host 10.0.4.25,HIGH,DEMO DATA,LOW
2026-07-01 15:45:00,198.51.6.33,10.0.3.12,443,33974,UDP,Malware Detection,Malware Activity,"Known malware signature detected on host 10.0.3.12, source 198.51.6.33",HIGH,DEMO DATA,LOW
2026-07-01 05:06:00,198.51.2.33,10.0.1.5,1433,1433,HTTP,DDoS Activity,Denial of Service,High volume traffic flood detected targeting 10.0.1.5 from 198.51.2.33,HIGH,DEMO DATA,LOW
2026-07-02 03:50:00,198.51.3.44,10.0.1.40,443,61768,TCP,Malware Detection,Malware Activity,"Known malware signature detected on host 10.0.1.40, source 198.51.3.44",LOW,DEMO DATA,HIGH
2026-07-03 15:05:00,198.51.3.10,10.0.5.12,443,3389,HTTP,SSH Brute Force,Authentication Threat,Multiple failed SSH login attempts detected from 198.51.3.10 targeting 10.0.5.12,LOW,DEMO DATA,HIGH
